lat,lng,count
-37.583,149.359,356.5
-37.578,149.177,348
-37.587,149.175,341.6
-37.624,149.186,325.9
-35.755,136.737,329.8
-36.545,140.15,366.9
-36.55,140.173,362.3
-35.77,136.732,393.6
-35.78,136.77,337.7
-36.547,140.101,360.8
-36.557,140.146,325.3
-35.805,136.802,340.6
-36.56,140.097,340.4
-36.57,140.142,345
-36.574,140.165,343
-35.801,136.721,350.8
-35.811,136.759,340.7
-36.582,140.138,334.3
-36.587,140.161,331.8
-35.817,136.715,344.7
-36.594,140.134,322.5
-36.599,140.157,323.5
-35.832,136.709,345.5
-35.841,136.747,324.2
-35.778,136.723,353
-35.788,136.762,328.6
-36.587,140.155,329.7
-35.803,136.756,327.6
-35.813,136.794,344.7
-35.822,136.831,317.1
-35.809,136.712,351.8
-35.819,136.75,349.8
-35.825,136.706,340.5
-35.834,136.744,328.9
-36.705,140.213,333
-36.722,140.231,327.3
-36.704,140.206,333.6
-36.709,140.228,327.9
-37.096,141.446,353.6
-37.1,141.465,369.6
-38.079,141.874,311.8
-38.08,141.868,310.7
-27.075,131.619,332
-27.358,129.4,332.4
-27.762,130.103,328.1
-27.921,128.441,336.4
-27.922,128.453,353.4
-27.924,128.465,336.8
-28.401,129.458,330.5
-28.439,129.46,329.6
-28.742,128.842,332.9
-28.743,128.855,342
-28.773,128.931,333.2
-28.765,128.533,335.9
-28.775,128.531,341.1
-28.913,128.751,344.1
-28.935,128.761,351
-28.937,128.774,333.4
-29.008,128.361,332.2
-29.003,128.236,330.8
-29.017,128.272,345.6
-29.019,128.284,335.1
-29.028,128.358,334.4
-29.038,128.281,326.9
-29.04,128.293,336.3
-29.048,128.279,355.1
-29.05,128.292,379.5
-29.051,128.304,358.2
-29.06,128.29,338.6
